"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"1163",11356,"Caducifolio","25/01/2011 10:09","Medio (4 - 8 mts)",40,"Mediano",-68.8485940034,-32.9005892905,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"1164",11386,"Jacarand","25/01/2011 11:05","Muy bajo (1 - 2 mts)",2,"Chico",-68.8492854837,-32.9003569299,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"1165",11401,"Morera","26/01/2011 16:18","Bajo (2 - 4 mts)",18,"Chico",-68.8509085358,-32.901130002,2,"Barrio Civico",2366816.36021,1,"Bajo (<= 70cm)"
"1166",11435,"Acer","24/01/2011 10:30","Muy bajo (1 - 2 mts)",2,"Chico",-68.851364827,-32.9013838066,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"1167",11440,"Paraiso","01/02/2011 14:54","Alto (> 8 mts)",140,"Grande",-68.8507820212,-32.9024709472,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"1168",11446,"Paraiso","01/02/2011 15:54","Alto (> 8 mts)",104,"Grande",-68.8517965484,-32.9028724374,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"1169",11450,"Paraiso","07/01/2011 11:37","Alto (> 8 mts)",170,"Grande",-68.8433745932,-32.8636549764,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1170",11464,"Morera","06/01/2011 13:27","Bajo (2 - 4 mts)",3,"Chico",-68.8434939458,-32.8628359779,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1171",11466,"Paraiso","06/01/2011 13:17","Alto (> 8 mts)",84,"Grande",-68.8434120802,-32.8628362064,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1172",11484,"Morera","06/01/2011 10:03","Alto (> 8 mts)",200,"Grande",-68.8432270995,-32.8625474835,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1173",11487,"Morera","18/02/2011 14:04","Medio (4 - 8 mts)",61,"Grande",-68.8538880255,-32.8654743596,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1174",11509,"Fresno europeo","22/02/2011 10:55","Alto (> 8 mts)",210,"Grande",-68.8528601326,-32.8664800318,6,"Residencial Norte",2694682.37982,0,"Muy alto (> 200cm)"
"1175",11515,"Paraiso","22/02/2011 10:37","Alto (> 8 mts)",180,"Grande",-68.8527748464,-32.8662276399,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1176",11524,"Fresno europeo","23/02/2011 09:42","Alto (> 8 mts)",70,"Grande",-68.8536071379,-32.8661802894,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1177",11527,"Olmo bola","23/02/2011 09:31","Alto (> 8 mts)",50,"Mediano",-68.8533244227,-32.8661594338,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1178",11559,"Paraiso","10/05/2010 11:13","Medio (4 - 8 mts)",165,"Grande",-68.8522477279,-32.8677874404,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1179",11560,"Paraiso","10/05/2010 11:15","Medio (4 - 8 mts)",118,"Grande",-68.8521790369,-32.8677807769,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1180",11581,"Acer","10/05/2010 12:11","Medio (4 - 8 mts)",157,"Grande",-68.8518752552,-32.8666990148,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1181",11589,"Fresno europeo","10/05/2010 12:26","Medio (4 - 8 mts)",110,"Grande",-68.8524008006,-32.8665848502,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1182",11597,"Paraiso","10/05/2010 10:52","Medio (4 - 8 mts)",119,"Grande",-68.8525476967,-32.8669815889,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1183",11598,"Morera","10/05/2010 10:52","Medio (4 - 8 mts)",134,"Grande",-68.8525496603,-32.8670217166,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1184",11604,"Paraiso","10/05/2010 11:01","Bajo (2 - 4 mts)",150,"Grande",-68.8525262674,-32.8673407088,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1185",11625,"Morera","27/01/2011 13:49","Alto (> 8 mts)",115,"Grande",-68.8500935107,-32.8664445081,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1186",11627,"Morera","27/01/2011 13:47","Alto (> 8 mts)",110,"Grande",-68.8502341791,-32.8664718176,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1187",11630,"Morera","27/01/2011 11:12","Alto (> 8 mts)",120,"Grande",-68.8502027309,-32.8667473379,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1188",11637,"Olmo comun","27/01/2011 11:00","Alto (> 8 mts)",106,"Grande",-68.8501541622,-32.867355473,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1189",11649,"Morera","27/01/2011 10:44","Alto (> 8 mts)",142,"Grande",-68.8500911103,-32.8680731303,6,"Residencial Norte",2694682.37982,1,"Medio (70 - 150cm)"
"1190",11662,"Morera","26/01/2011 12:05","Alto (> 8 mts)",135,"Grande",-68.8497668797,-32.8687089718,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1191",11665,"Morera","26/01/2011 11:45","Alto (> 8 mts)",92,"Grande",-68.8495233201,-32.868693252,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1192",11669,"Paraiso sombrilla","27/01/2011 09:20","Medio (4 - 8 mts)",60,"Mediano",-68.849382435,-32.8683655662,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1193",11670,"Fresno americano","27/01/2011 09:18","Bajo (2 - 4 mts)",25,"Mediano",-68.8493884981,-32.8683082762,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1194",11676,"Fresno europeo","26/01/2011 13:20","Alto (> 8 mts)",110,"Grande",-68.8494176615,-32.8680240628,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1195",11677,"Paraiso","26/01/2011 13:18","Alto (> 8 mts)",160,"Grande",-68.8494311844,-32.8678765194,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1196",11686,"Morera","28/01/2011 12:26","Medio (4 - 8 mts)",90,"Grande",-68.8503393407,-32.8678287409,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1197",11704,"Morera","31/01/2011 09:53","Alto (> 8 mts)",130,"Grande",-68.8508459378,-32.8686918738,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1198",11707,"Morera","31/01/2011 11:25","Alto (> 8 mts)",157,"Grande",-68.8505290028,-32.8687589721,6,"Residencial Norte",2694682.37982,1,"Alto (151 - 200cm)"
"1199",11711,"Morera","31/01/2011 11:19","Medio (4 - 8 mts)",65,"Grande",-68.850298223,-32.8687437965,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1200",11726,"Morera","02/06/2010 10:21","Medio (4 - 8 mts)",135,"Grande",-68.851012612,-32.8665693096,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1201",11728,"Morera","02/06/2010 10:30","Medio (4 - 8 mts)",165,"Grande",-68.8510056446,-32.8666753911,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1202",11733,"Fresno europeo","02/06/2010 10:38","Medio (4 - 8 mts)",152,"Grande",-68.85097028,-32.8671219188,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1203",11736,"Acer","02/06/2010 10:45","Medio (4 - 8 mts)",198,"Grande",-68.8509454318,-32.8674356538,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1204",11747,"Acer","02/06/2010 11:14","Medio (4 - 8 mts)",185,"Grande",-68.8502525228,-32.8674256804,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1205",11753,"Morera","02/06/2010 11:28","Medio (4 - 8 mts)",158,"Grande",-68.8503017557,-32.8668154948,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1206",11771,"Morera","25/01/2011 11:42","Alto (> 8 mts)",124,"Grande",-68.8490760064,-32.864439718,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1207",11790,"Fresno europeo","02/03/2011 09:48","Alto (> 8 mts)",185,"Grande",-68.851094393,-32.8652344248,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1208",11792,"Paraiso","02/03/2011 09:56","Alto (> 8 mts)",131,"Grande",-68.8511016211,-32.8651460961,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1209",11797,"Paraiso","02/03/2011 10:18","Alto (> 8 mts)",128,"Grande",-68.8511285047,-32.8648814904,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1210",11801,"Olmo bola","02/03/2011 10:55","Medio (4 - 8 mts)",50,"Mediano",-68.8508083501,-32.8648026066,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1211",11805,"Morera","02/03/2011 12:05","Alto (> 8 mts)",160,"Grande",-68.850588845,-32.8647823089,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1212",11815,"Paraiso","03/03/2011 10:11","Alto (> 8 mts)",140,"Grande",-68.8496015138,-32.8662166634,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1213",11819,"Morera","02/03/2011 13:36","Alto (> 8 mts)",160,"Grande",-68.8496336097,-32.8658387321,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1214",11821,"Morera","02/03/2011 13:31","Alto (> 8 mts)",150,"Grande",-68.849641429,-32.8657466532,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1215",11830,"Fresno europeo","02/03/2011 13:04","Bajo (2 - 4 mts)",36,"Mediano",-68.8496817472,-32.8652718554,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1216",11842,"Paraiso","02/03/2011 12:29","Alto (> 8 mts)",180,"Grande",-68.8497929297,-32.8647157891,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1217",11854,"Acer","02/03/2011 10:58","Medio (4 - 8 mts)",84,"Grande",-68.850338232,-32.8649069032,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1218",11865,"Paraiso sombrilla","02/03/2011 10:04","Alto (> 8 mts)",140,"Grande",-68.8502847636,-32.8654817655,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1219",11873,"Paraiso","02/03/2011 09:23","Medio (4 - 8 mts)",136,"Grande",-68.8502276691,-32.8661514267,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1220",11884,"Paraiso","02/03/2011 09:45","Medio (4 - 8 mts)",127,"Grande",-68.8510803408,-32.8653764692,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1221",11885,"Paraiso","02/03/2011 09:44","Alto (> 8 mts)",170,"Grande",-68.8510784789,-32.8654286292,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1222",11887,"Acer","02/03/2011 09:41","Bajo (2 - 4 mts)",34,"Mediano",-68.8510697219,-32.8655354985,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1223",11890,"Paraiso","02/03/2011 09:28","Alto (> 8 mts)",176,"Grande",-68.8510480602,-32.8658181271,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1224",11891,"Morera","02/03/2011 09:26","Alto (> 8 mts)",230,"Grande",-68.8510425843,-32.8658853049,6,"Residencial Norte",2694682.37982,0,"Muy alto (> 200cm)"
"1225",11908,"Paraiso","02/03/2011 13:23","Alto (> 8 mts)",180,"Grande",-68.8503930328,-32.8661884516,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1226",11929,"Morera","12/05/2010 11:48","Bajo (2 - 4 mts)",109,"Grande",-68.8510292001,-32.8675761628,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1227",11940,"Morera","12/05/2010 11:14","Medio (4 - 8 mts)",75,"Grande",-68.8516888766,-32.8676557241,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1228",11941,"Morera","12/05/2010 11:12","Medio (4 - 8 mts)",111,"Grande",-68.851686583,-32.8676195283,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1229",11944,"Morera","12/05/2010 11:08","Medio (4 - 8 mts)",87,"Grande",-68.8516982859,-32.86748215,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1230",11946,"Morera","12/05/2010 11:02","Alto (> 8 mts)",96,"Grande",-68.8517097861,-32.8673471168,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1231",11961,"Acacia visco","14/05/2010 09:58","Bajo (2 - 4 mts)",35,"Mediano",-68.8516191296,-32.8683140076,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1232",11966,"Morera","14/05/2010 10:14","Medio (4 - 8 mts)",148,"Grande",-68.8515960534,-32.86863309,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1233",11980,"Morera","14/05/2010 11:03","Bajo (2 - 4 mts)",12,"Chico",-68.8509842263,-32.868147406,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1234",11983,"Morera","14/05/2010 12:01","Medio (4 - 8 mts)",132,"Grande",-68.8510019219,-32.8679534013,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1235",11993,"Paraiso","12/05/2010 11:27","Alto (> 8 mts)",164,"Grande",-68.852446528,-32.8679410534,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1236",12006,"Paraiso","10/05/2010 12:43","Alto (> 8 mts)",130,"Grande",-68.8523759038,-32.8687785543,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1237",12017,"Paraiso","07/04/2010 12:14","Medio (4 - 8 mts)",134,"Grande",-68.8527134737,-32.8668301858,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1238",12029,"Paraiso","03/05/2010 12:43","Alto (> 8 mts)",134,"Grande",-68.8532638609,-32.8666338934,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1239",12032,"Morera","03/05/2010 12:49","Medio (4 - 8 mts)",107,"Grande",-68.853457784,-32.8666470816,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1240",12036,"Fresno europeo","03/05/2010 12:57","Medio (4 - 8 mts)",113,"Grande",-68.8536402639,-32.8666589722,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1241",12037,"Fresno europeo","03/05/2010 12:57","Medio (4 - 8 mts)",92,"Grande",-68.8536842022,-32.8666619514,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1242",12038,"Fresno europeo","03/05/2010 12:58","Medio (4 - 8 mts)",93,"Grande",-68.8537196741,-32.8666642814,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1243",12048,"Morera","07/04/2010 11:24","Medio (4 - 8 mts)",81,"Grande",-68.8534469172,-32.8671905169,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1244",12049,"Fresno europeo","07/04/2010 11:33","Bajo (2 - 4 mts)",51,"Mediano",-68.8533415972,-32.8671835397,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1245",12056,"Aguaribay","04/02/2010 14:02","Alto (> 8 mts)",280,"Grande",-68.8526717939,-32.8673985346,6,"Residencial Norte",2694682.37982,0,"Muy alto (> 200cm)"
"1246",12066,"Paraiso sombrilla","04/02/2010 13:27","Bajo (2 - 4 mts)",102,"Grande",-68.8536721947,-32.867584613,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1247",12075,"Paraiso","04/02/2010 11:00","Medio (4 - 8 mts)",111,"Grande",-68.8531902327,-32.8678233564,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1248",12078,"Fresno europeo","02/02/2010 11:25","Muy bajo (1 - 2 mts)",2,"Chico",-68.8535222993,-32.8678421131,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1249",12088,"Morera","05/05/2010 11:47","Medio (4 - 8 mts)",134,"Grande",-68.8525460365,-32.868706513,6,"Residencial Norte",2694682.37982,1,"Medio (70 - 150cm)"
"1250",12093,"Fresno europeo","05/05/2010 12:06","Bajo (2 - 4 mts)",14,"Chico",-68.8527033179,-32.8683723526,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1251",12098,"Prunas","05/05/2010 12:27","Bajo (2 - 4 mts)",80,"Grande",-68.8535444527,-32.8684134791,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1252",12099,"Prunas","05/05/2010 11:09","Muy bajo (1 - 2 mts)",68,"Grande",-68.8535828685,-32.8684433702,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1253",12100,"Palo borracho","05/05/2010 11:09","Bajo (2 - 4 mts)",70,"Grande",-68.8535805591,-32.8684833125,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1254",12146,"Morera","19/01/2011 12:53","Alto (> 8 mts)",92,"Grande",-68.8472814674,-32.8685624982,6,"Residencial Norte",2694682.37982,1,"Medio (70 - 150cm)"
"1255",12153,"Morera","19/01/2011 13:09","Alto (> 8 mts)",155,"Grande",-68.8467281727,-32.8683617824,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1256",12158,"Morera","19/01/2011 13:16","Alto (> 8 mts)",130,"Grande",-68.846758164,-32.8679806998,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1257",12174,"Morera","19/01/2011 12:22","Alto (> 8 mts)",170,"Grande",-68.8474389539,-32.8680494286,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1258",12191,"Paraiso","19/01/2011 11:02","Alto (> 8 mts)",189,"Grande",-68.8461101793,-32.8678369596,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1259",12192,"Paraiso","19/01/2011 11:15","Alto (> 8 mts)",180,"Grande",-68.8461075389,-32.8677721858,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1260",12198,"Paraiso","18/01/2011 12:19","Alto (> 8 mts)",98,"Grande",-68.8465039818,-32.8676023148,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1261",12216,"Morera","17/01/2011 12:42","Alto (> 8 mts)",117,"Grande",-68.845757494,-32.8684731533,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1262",12218,"Morera","17/01/2011 13:19","Alto (> 8 mts)",108,"Grande",-68.8455343047,-32.8684551551,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1263",12240,"Morera","18/01/2011 12:00","Bajo (2 - 4 mts)",25,"Mediano",-68.8459418353,-32.8672383598,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1264",12242,"Morera","14/01/2011 11:45","Alto (> 8 mts)",103,"Grande",-68.8460125842,-32.8673013852,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1265",12248,"Paraiso","14/01/2011 13:33","Alto (> 8 mts)",160,"Grande",-68.8459820559,-32.8676848177,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1266",12250,"Paraiso","14/01/2011 13:36","Alto (> 8 mts)",180,"Grande",-68.8459819455,-32.86782594,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1267",12262,"Morera","10/01/2011 09:48","Alto (> 8 mts)",65,"Grande",-68.8450555774,-32.8683294845,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1268",12271,"Morera","10/01/2011 10:28","Alto (> 8 mts)",180,"Grande",-68.8451789903,-32.8672561967,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1269",12287,"Morera","13/01/2011 11:01","Alto (> 8 mts)",150,"Grande",-68.8461469881,-32.8673016037,4,"Cuarta Oeste",1173332.70145,1,"Medio (70 - 150cm)"
"1270",12299,"Paraiso","13/01/2011 10:03","Alto (> 8 mts)",190,"Grande",-68.8463193387,-32.8665649938,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1271",12305,"Morera","12/01/2011 12:16","Alto (> 8 mts)",110,"Grande",-68.8465339265,-32.8662295562,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1272",12310,"Paraiso","12/01/2011 14:18","Alto (> 8 mts)",115,"Grande",-68.8467965684,-32.8663082119,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1273",12317,"Paraiso","12/01/2011 13:55","Alto (> 8 mts)",170,"Grande",-68.8467489266,-32.8667293326,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1274",12318,"Paraiso","12/01/2011 13:49","Alto (> 8 mts)",180,"Grande",-68.8467454405,-32.8667900295,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1275",12319,"Paraiso","12/01/2011 13:48","Alto (> 8 mts)",190,"Grande",-68.8467314812,-32.866903112,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1276",12320,"Paraiso","12/01/2011 13:47","Alto (> 8 mts)",200,"Grande",-68.8467247744,-32.8669963183,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1277",12329,"Morera","13/01/2011 11:38","Alto (> 8 mts)",148,"Grande",-68.8471193798,-32.8674587899,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1278",12330,"Morera","13/01/2011 11:37","Alto (> 8 mts)",125,"Grande",-68.8470400041,-32.8674525614,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1279",12375,"Morera","21/01/2011 14:12","Alto (> 8 mts)",87,"Grande",-68.8476046307,-32.8673900615,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1280",12379,"Morera","21/01/2011 13:45","Alto (> 8 mts)",85,"Grande",-68.8476345109,-32.8670697347,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1281",12391,"Morera","21/01/2011 10:14","Alto (> 8 mts)",125,"Grande",-68.84803328,-32.8663249256,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1282",12410,"Paraiso","21/01/2011 14:18","Alto (> 8 mts)",94,"Grande",-68.8484107002,-32.8673373945,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1283",12414,"Morera","21/01/2011 14:24","Alto (> 8 mts)",210,"Grande",-68.8484294287,-32.8671003057,6,"Residencial Norte",2694682.37982,0,"Muy alto (> 200cm)"
"1284",12423,"Jacarand","24/01/2011 09:42","Alto (> 8 mts)",70,"Grande",-68.848476291,-32.8665687853,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1285",12425,"Morera","24/01/2011 09:48","Alto (> 8 mts)",190,"Grande",-68.8484827664,-32.8664019787,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1286",12442,"Caducifolio","24/01/2011 13:04","Muy bajo (1 - 2 mts)",15,"Chico",-68.8488411722,-32.8672521029,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1287",12445,"Morera","25/01/2011 09:20","Medio (4 - 8 mts)",55,"Mediano",-68.8487266747,-32.8675571503,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1288",12461,"Morera","24/01/2011 14:07","Medio (4 - 8 mts)",45,"Mediano",-68.8489637924,-32.8668852783,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1289",12465,"Acer","24/01/2011 13:58","Alto (> 8 mts)",180,"Grande",-68.8489986487,-32.8665226559,6,"Residencial Norte",2694682.37982,0,"Alto (151 - 200cm)"
"1290",12471,"Morera","25/01/2011 10:27","Medio (4 - 8 mts)",55,"Mediano",-68.8492792342,-32.8663896083,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1291",12481,"Prunas","25/01/2011 10:04","Bajo (2 - 4 mts)",35,"Mediano",-68.849384808,-32.8669535789,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1292",12491,"Morera","25/01/2011 13:48","Alto (> 8 mts)",70,"Grande",-68.8493034699,-32.8680427148,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"1293",12502,"Paraiso","26/01/2011 09:42","Alto (> 8 mts)",115,"Grande",-68.848365634,-32.8678194617,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"1294",12514,"Acacia SP","10/01/2011 11:06","Alto (> 8 mts)",90,"Grande",-68.8445760074,-32.8633102841,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1295",12528,"Perenne","10/01/2011 09:33","Muy bajo (1 - 2 mts)",8,"Chico",-68.8439883953,-32.8628773151,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1296",12530,"Morera","10/01/2011 09:29","Alto (> 8 mts)",180,"Grande",-68.8439912212,-32.8627857559,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1297",12537,"Morera","10/01/2011 14:05","Alto (> 8 mts)",220,"Grande",-68.8442360246,-32.8626240831,4,"Cuarta Oeste",1173332.70145,0,"Muy alto (> 200cm)"
"1298",12545,"Fresno europeo","10/01/2011 13:01","Medio (4 - 8 mts)",90,"Grande",-68.844653363,-32.8626964013,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1299",12547,"Fresno europeo","10/01/2011 12:55","Alto (> 8 mts)",120,"Grande",-68.8446504898,-32.8627468241,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1300",12584,"Morera","11/01/2011 11:37","Medio (4 - 8 mts)",110,"Grande",-68.8452198388,-32.862920237,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1301",12610,"Paraiso","14/01/2011 11:54","Muy bajo (1 - 2 mts)",220,"Grande",-68.8457535515,-32.8626219372,4,"Cuarta Oeste",1173332.70145,0,"Muy alto (> 200cm)"
"1302",12619,"Morera","17/01/2011 09:13","Alto (> 8 mts)",150,"Grande",-68.8463194936,-32.863377772,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1303",12641,"Fresno americano","17/01/2011 08:57","Medio (4 - 8 mts)",100,"Grande",-68.8463661057,-32.8631747674,4,"Cuarta Oeste",1173332.70145,0,"Medio (70 - 150cm)"
"1304",12656,"Fresno americano","17/01/2011 11:44","Muy bajo (1 - 2 mts)",6,"Chico",-68.8468321886,-32.8633977872,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1305",12662,"Fresno europeo","17/01/2011 12:07","Medio (4 - 8 mts)",70,"Grande",-68.8464373456,-32.8632499968,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"1306",12672,"Paraiso","17/01/2011 13:09","Alto (> 8 mts)",200,"Grande",-68.8469585104,-32.8627548526,4,"Cuarta Oeste",1173332.70145,0,"Alto (151 - 200cm)"
"1307",12690,"Caducifolio","19/01/2011 13:17","Bajo (2 - 4 mts)",24,"Mediano",-68.8486288651,-32.8632801927,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
